title,year,authors,venue,citation_count,openalex_id,doi,url,open_access_pdf,concepts,type,is_oa,abstract
"What's fair is… fair? Presenting JustEFAB, an ethical framework for operationalizing medical ethics and social justice in the integration of clinical machine learning",2023,Melissa D. McCradden; Oluwadara Odusi; Shalmali Joshi; Ismail Akrout; Kagiso Ndlovu; Ben Glocker; Gabriel Maicas; Xiaoxuan Liu; Mjaye Mazwi; Tee Garnett; Lauren Oakden‐Rayner; Myrtede Alfred; Irvine Sihlahla; Oswa Shafei; Anna Goldenberg,,20,W4380318724,10.1145/3593013.3594096,https://openalex.org/W4380318724,https://dl.acm.org/doi/pdf/10.1145/3593013.3594096,Operationalization; Context (archaeology); Engineering ethics; Health care; Economic Justice,article,True,"The problem of algorithmic bias represents an ethical threat to the fair treatment of patients when their care involves machine learning (ML) models informing clinical decision-making. The design, development, testing, and integration of ML models therefore require a lifecycle approach to bias identification and mitigation efforts. Presently, most work focuses on the ML tool alone, neglecting the larger sociotechnical context in which these models operate. Moreover, the narrow focus on technical definitions of fairness must be integrated within the larger context of medical ethics in order to facilitate equitable care with ML. Drawing from principles of medical ethics, research ethics, feminist philosophy of science, and justice-based theories, we describe the Justice, Equity, Fairness, and Anti-Bias (JustEFAB) guideline intended to support the design, testing, validation, and clinical evaluation of ML models with respect to algorithmic fairness. This paper describes JustEFAB's development and vetting through multiple advisory groups and the lifecycle approach to addressing fairness in clinical ML tools. We present an ethical decision-making framework to support design and development, adjudication between ethical values as design choices, silent trial evaluation, and prospective clinical evaluation guided by medical ethics and social justice principles. We provide some preliminary considerations for oversight and safety to support ongoing attention to fairness issues. We envision this guideline as useful to many stakeholders, including ML developers, healthcare decision-makers, research ethics committees, regulators, and other parties who have interest in the fair and judicious use of clinical ML tools."
Survey and Evaluation of Hypertension Machine Learning Research,2023,Clea du Toit; Tran Tran; Neha Deo; Sachin Aryal; Stefanie Lip; Robert Sykes; Ishan Manandhar; Aristeidis Sionakidis; Leah Stevenson; Harsha Pattnaik; Safaa Alsanosi; Maria Kassi; Ngọc Minh Lê; Maggie Rostron; Sarah Nichol; Alisha Aman; Faisal A. Nawaz; Dhruven Mehta; Ramakumar Tummala; Linsay McCallum; Sandeep Reddy; Shyam Visweswaran; Rahul Kashyap; Bina Joe; Sandosh Padmanabhan,Journal of the American Heart Association,20,W4367368062,10.1161/jaha.122.027896,https://openalex.org/W4367368062,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.122.027896,Medicine; Blood pressure; Artificial intelligence; Big data; Machine learning,article,True,"Background Machine learning (ML) is pervasive in all fields of research, from automating tasks to complex decision‐making. However, applications in different specialities are variable and generally limited. Like other conditions, the number of studies employing ML in hypertension research is growing rapidly. In this study, we aimed to survey hypertension research using ML, evaluate the reporting quality, and identify barriers to ML's potential to transform hypertension care. Methods and Results The Harmonious Understanding of Machine Learning Analytics Network survey questionnaire was applied to 63 hypertension‐related ML research articles published between January 2019 and September 2021. The most common research topics were blood pressure prediction (38%), hypertension (22%), cardiovascular outcomes (6%), blood pressure variability (5%), treatment response (5%), and real‐time blood pressure estimation (5%). The reporting quality of the articles was variable. Only 46% of articles described the study population or derivation cohort. Most articles (81%) reported at least 1 performance measure, but only 40% presented any measures of calibration. Compliance with ethics, patient privacy, and data security regulations were mentioned in 30 (48%) of the articles. Only 14% used geographically or temporally distinct validation data sets. Algorithmic bias was not addressed in any of the articles, with only 6 of them acknowledging risk of bias. Conclusions Recent ML research on hypertension is limited to exploratory research and has significant shortcomings in reporting quality, model validation, and algorithmic bias. Our analysis identifies areas for improvement that will help pave the way for the realization of the potential of ML in hypertension and facilitate its adoption."
Navigating ethical considerations in software development and deployment in technological giants,2024,Daniel Ajiga; Patrick Azuka Okeleke; Samuel Olaoluwa Folorunsho; Chinedu Ezeigweneme,International Journal of Engineering Research Updates,14,W4401829668,10.53430/ijeru.2024.7.1.0033,https://openalex.org/W4401829668,,Transparency (behavior); Accountability; Software deployment; Technological change; Process (computing),article,False,"The rapid evolution of software development and deployment in technological giants has brought unprecedented advancements and efficiencies, reshaping industries and societies. However, this rapid growth also presents significant ethical considerations that developers and organizations must navigate to ensure responsible and sustainable technology. This review explores the key ethical issues inherent in the software development lifecycle within large technology companies, focusing on data privacy, algorithmic bias, transparency, accountability, and the broader societal impact. Data privacy remains a paramount concern, with technological giants often possessing vast amounts of sensitive user information. Ensuring the ethical handling, storage, and use of this data is crucial to maintaining user trust and complying with regulatory frameworks. Additionally, algorithmic bias poses a significant challenge, as biased algorithms can perpetuate and even exacerbate social inequalities. Addressing this issue requires concerted efforts in diverse representation during the development process and rigorous testing for bias. Transparency and accountability are also essential in ethical software development. Technological giants must be transparent about their data practices and the functioning of their algorithms, providing users and stakeholders with clear information about how decisions are made. Moreover, establishing accountability mechanisms is vital to address potential harms and ensure that developers and organizations are held responsible for their technological outputs. The societal impact of software deployed by technological giants cannot be overlooked. The widespread adoption of new technologies can have far-reaching effects on employment, mental health, and social dynamics. Thus, ethical considerations must extend beyond technical aspects to encompass the broader implications of technology on society. In conclusion, navigating ethical considerations in software development and deployment within technological giants requires a multifaceted approach. By prioritizing data privacy, addressing algorithmic bias, ensuring transparency and accountability, and considering the societal impact, these companies can develop and deploy software that is not only innovative but also ethically responsible. This review underscores the importance of integrating ethical frameworks into the technological development process to foster trust, fairness, and societal well-being."
Artificial Intelligence (AI) Ethics in Accounting,2024,Brandon Schweitze,Journal of Accounting Ethics & Public Policy,22,W4394860663,10.60154/jaepp.2024.v25n1p67,https://openalex.org/W4394860663,https://www.jaepp.org/index.php/jaepp/article/download/349/329/445,Transparency (behavior); Accountability; Safeguarding; Engineering ethics; Ethical decision,article,True,"The rapid advancement of artificial intelligence (AI) has revolutionized the accounting profession, automating tasks, identifying patterns, and improving accuracy. However, the increasing reliance on AI raises ethical concerns regarding privacy, bias, transparency, and accountability. This research paper delves into the ethical considerations of AI implementation in accounting practices.Thepaper begins by examining the potential benefits of AI in accounting, highlighting its ability to streamline operations, enhance efficiency, and reduce errors. However, it also acknowledges the ethical risks associated with AI, including data privacy breaches, biased decision-making, lack of transparency, and accountability issues.The paper proposes a framework for responsible AI implementation in accounting to address these ethical concerns. The framework emphasizes establishing clear ethical guidelines,ensuring data privacy and security, mitigating AI algorithms' bias, promoting AI decisionmaking transparency, and establishing accountability mechanisms.The paper further explores the role of accountants in addressing AI ethics. Accountants are responsible for upholding ethical standards and ensuring that AI systems are used responsibly and ethically. They must be aware of the ethical implications of AI and have the knowledge and skills to mitigate ethical risks.In conclusion, the paper emphasizes the need for a proactive approach to AI ethics in accounting. By establishing clear ethical guidelines, promoting responsible AI implementation, and empowering accountants with ethical knowledge and skills, the accounting profession can harness the potential of AI while upholding ethical principles and safeguarding public trust."
A Biased Random-Key Genetic Algorithm for the Home Care Routing and Scheduling Problem: Exploring the Algorithm’s Configuration Process,2023,Ana Raquel Aguiar; Tânia Rodrigues Pereira Ramos; Maria Isabel Gomes,Springer proceedings in mathematics & statistics,2,W4319454262,10.1007/978-3-031-20788-4_1,https://openalex.org/W4319454262,,Robustness (evolution); Key (lock); Computer science; Solver; Genetic algorithm,book-chapter,False,
Artificial Intelligence in Personalized Learning with a Focus on Current Developments and Future Prospects,2024,Chaira Mahmoud; Jan Tind Sørensen,Research and Advances in Education,30,W4402026005,10.56397/rae.2024.08.04,https://openalex.org/W4402026005,https://doi.org/10.56397/rae.2024.08.04,Focus (optics); Current (fluid); Computer science; Artificial intelligence; Data science,article,True,"This paper provides a comprehensive review of the role of Artificial Intelligence (AI) in personalized learning, exploring current developments and future prospects. The integration of AI into education has led to significant advancements in adaptive learning systems, intelligent tutoring systems, and learning analytics, all of which contribute to more customized and effective learning experiences. The paper examines the benefits of AI-powered personalized learning, including enhanced student engagement, improved learning outcomes, and scalability. It also addresses the challenges and ethical considerations associated with AI in education, such as data privacy, equity, algorithmic bias, and the evolving role of teachers. Looking ahead, the paper discusses the future prospects of AI in personalized learning, highlighting the potential for more advanced adaptive systems, AI-driven content creation, and the integration of immersive technologies like virtual and augmented reality. The paper concludes by emphasizing the need for ongoing innovation, collaboration, and ethical considerations to fully realize the potential of AI in creating a more personalized, inclusive, and effective educational landscape."
Distributed localization algorithm for wireless sensor networks under minuscule bias injection attacks,2024,Xinming Chen; Ya Wang; Lei Shi; Jinliang Shao,,1,W4392382798,10.1117/12.3014916,https://openalex.org/W4392382798,,Wireless sensor network; Computer science; Wireless; Algorithm; Distributed algorithm,article,False,"In this paper, the distributed localization problem of wireless sensor networks under minuscule bias injection attacks is studied. It is assumed that the attacker launches minuscule bias injection attacks on the distance measurement between sensors during the localization process of wireless sensor network, and the accumulated bias value has a great impact on the localization accuracy. To solve the above problems, a distributed localization algorithm based on adjacent detection and numerical fitting is proposed in this paper. The proposed algorithm realizes the detection of minuscule bias injection attacks by adjacent detection and improves the localization accuracy of the algorithm by numerical fitting. Finally, the correctness and superiority of the proposed distributed localization algorithm are verified by simulation experiment."
Targeting Machine Learning and Artificial Intelligence Algorithms in Health Care to Reduce Bias and Improve Population Health,2024,Thelma C. Hurd; Fay Cobb Payton; Darryl B. Hood,Milbank Quarterly,3,W4401417168,10.1111/1468-0009.12712,https://openalex.org/W4401417168,https://doi.org/10.1111/1468-0009.12712,Population health; Health care; Software deployment; Artificial intelligence; Health policy,article,True,"Policy Points Artificial intelligence (AI) is disruptively innovating health care and surpassing our ability to define its boundaries and roles in health care and regulate its application in legal and ethical ways. Significant progress has been made in governance in the United States and the European Union. It is incumbent on developers, end users, the public, providers, health care systems, and policymakers to collaboratively ensure that we adopt a national AI health strategy that realizes the Quintuple Aim; minimizes race‐based medicine; prioritizes transparency, equity, and algorithmic vigilance; and integrates the patient and community voices throughout all aspects of AI development and deployment."
Innovating responsibly: ethical considerations for AI in early childhood education,2025,Ilene R. Berson; Michael J. Berson; Wenwei Luo,AI Brain and Child,19,W4408132665,10.1007/s44436-025-00003-5,https://openalex.org/W4408132665,https://link.springer.com/content/pdf/10.1007/s44436-025-00003-5.pdf,Engineering ethics; Early childhood education; Psychology; Political science; Environmental ethics,article,True,"Abstract The rapid integration of artificial intelligence (AI) into early childhood education (ECE) presents transformative possibilities but raises urgent ethical challenges that demand immediate attention. This scoping review examines 42 studies to explore key ethical concerns in four interconnected areas: data privacy, impacts on child development, algorithmic bias, and regulatory frameworks. Findings reveal significant gaps in safeguarding children’s sensitive data, with inadequate protections against breaches, profiling, and misuse. Emotional AI tools, such as social robots and emotion-recognition technologies, offer novel learning opportunities but risk undermining relational learning and fostering overreliance, manipulation, or loss of autonomy. The lack of developmentally appropriate design in AI systems further exacerbates these risks, failing to align technological solutions with the unique needs of young learners. Algorithmic bias, driven by non-representative datasets, perpetuates systemic inequities, disproportionately affecting marginalized communities and eroding fairness. Regulatory frameworks are fragmented and inconsistent, often lacking provisions tailored to the vulnerabilities of children or mechanisms for global enforcement. To address these challenges, this study highlights the urgency of establishing global frameworks that prioritize transparency, data minimization, and cultural inclusivity. Engaging educators, parents, and children in participatory governance is essential to align AI design with developmental needs and uphold children’s rights. These findings underscore the need for immediate and sustained efforts to ensure that AI systems in ECE foster equitable and ethical learning environments, safeguarding the well-being of young learners while advancing innovation responsibly."
A roadmap to artificial intelligence (AI): Methods for designing and building AI ready data to promote fairness,2024,Farah Kidwai‐Khan; Rixin Wang; Melissa Skanderson; Cynthia Brandt; Samah Fodeh; Julie A. Womack,Journal of Biomedical Informatics,15,W4396834898,10.1016/j.jbi.2024.104654,https://openalex.org/W4396834898,https://www.ncbi.nlm.nih.gov/pmc/articles/11144439,Raw data; Computer science; Artificial intelligence; Machine learning; Big data,article,True,
Auditing Political Exposure Bias: Algorithmic Amplification on Twitter/X Approaching the 2024 U.S. Presidential Election,2024,Jinyi Ye; Luca Luceri; Emilio Ferrara,SSRN Electronic Journal,3,W4405359942,10.2139/ssrn.5018879,https://openalex.org/W4405359942,https://doi.org/10.2139/ssrn.5018879,Presidential election; Politics; Audit; Presidential system; Political science,preprint,True,
Metrics and Algorithms for Identifying and Mitigating Bias in AI Design: A Counterfactual Fairness Approach,2025,D. H. Moon; Seongjin Ahn,IEEE Access,2,W4409014323,10.1109/access.2025.3556082,https://openalex.org/W4409014323,https://doi.org/10.1109/access.2025.3556082,Counterfactual thinking; Computer science; Algorithm; Artificial intelligence; Machine learning,article,True,"The rapid advancements in artificial intelligence (AI) have revolutionized industries such as healthcare, finance, and education. However, these advancements have also intensified ethical concerns regarding bias, fairness, and accountability in AI systems. Traditional fairness evaluation methods primarily focus on dataset-level biases, overlooking biases arising from model decision-making processes. This study introduces a novel framework for identifying, evaluating, and mitigating biases in AI models using counterfactual fairness, a robust approach that simulates alternative outcomes to minimize discriminatory effects. The proposed methodology integrates fairness-aware data preprocessing, feature selection, and model optimization strategies, ensuring equitable treatment across demographic groups. To validate the framework, we conducted empirical experiments using random forest and eXtreme Gradient Boosting models on the xAPI-Edu-Data dataset. Our results demonstrate significant improvements in demographic parity and equal opportunity fairness metrics while maintaining high predictive performance. Furthermore, comparative analysis with existing bias mitigation techniques confirms that our approach effectively reduces bias propagation in AI decision-making processes. By incorporating counterfactual fairness into AI design, this study provides a scalable and adaptable solution for ensuring ethical AI deployments aligned with regulatory standards."
Algorithmic Fairness in Lesion Classification by Mitigating Class Imbalance and Skin Tone Bias,2024,Faizanuddin Ansari; Tapabrata Chakraborti; Swagatam Das,Lecture notes in computer science,2,W4403071871,10.1007/978-3-031-72378-0_35,https://openalex.org/W4403071871,,Computer science; Class (philosophy); Tone (literature); Artificial intelligence; Skin lesion,book-chapter,False,
Variable Step-Size Diffusion Bias-Compensated APV Algorithm Over Networks,2024,Fuyi Huang; Shuting Yang; Sheng Zhang; Haiqiang Chen; Pengwei Wen,IEEE Transactions on Signal and Information Processing over Networks,2,W4404238455,10.1109/tsipn.2024.3496255,https://openalex.org/W4404238455,,Algorithm; Variable (mathematics); Diffusion; Computer science; Statistical physics,article,False,
Study on the Impact of Artificial Intelligence on Student Learning Outcomes,2024,P. Sasikala; R. Ravichandran,Journal of Digital Learning and Education,21,W4401886736,10.52562/jdle.v4i2.1234,https://openalex.org/W4401886736,https://doi.org/10.52562/jdle.v4i2.1234,Mathematics education; Psychology; Artificial intelligence; Computer science,article,True,"This study explores the transformative potential of Artificial Intelligence (AI) in education by analyzing its impact on student learning outcomes. Through a comprehensive literature review, the research synthesizes current findings on the integration of AI in educational settings, examining both the benefits and challenges it presents. The study explores into AI's role in personalizing learning experiences, enhancing student engagement, and improving academic performance. Ethical considerations such as data privacy and algorithmic bias are also assessed. This research also identifies existing gaps in the literature and suggests avenues for future inquiry, contributing to a deeper understanding of how AI can be effectively and responsibly integrated into education to optimize student success."
When facial recognition does not ‘recognise’: erroneous identifications and resulting liabilities,2023,Vera Lúcia Raposo,AI & Society,16,W4319460931,10.1007/s00146-023-01634-z,https://openalex.org/W4319460931,https://link.springer.com/content/pdf/10.1007/s00146-023-01634-z.pdf,Computer science; Identification (biology); Perspective (graphical); Probabilistic logic; Artificial intelligence,article,True,"Abstract Facial recognition is an artificial intelligence-based technology that, like many other forms of artificial intelligence, suffers from an accuracy deficit. This paper focuses on one particular use of facial recognition, namely identification, both as authentication and as recognition. Despite technological advances, facial recognition technology can still produce erroneous identifications. This paper addresses algorithmic identification failures from an upstream perspective by identifying the main causes of misidentifications (in particular, the probabilistic character of this technology, its ‘black box’ nature and its algorithmic bias) and from a downstream perspective, highlighting the possible legal consequences of such failures in various scenarios (namely liability lawsuits). In addition to presenting the causes and effects of such errors, the paper also presents measures that can be deployed to reduce errors and avoid liabilities."
Navigating Ethical Complexities Through Epistemological Analysis of ChatGPT,2023,Siraprapa Chavanayarn,Bulletin of Science Technology & Society,13,W4388911567,10.1177/02704676231216355,https://openalex.org/W4388911567,,Epistemology; Comprehension; Trustworthiness; Ethical issues; Ethical theories,article,False,"This article undertakes an epistemological analysis to explore the ethical complexities of ChatGPT, an AI system. While ethical concerns regarding AI have received considerable attention, the epistemological dimension has been largely neglected. By integrating epistemology, the study aims to deepen our understanding of the ethical issues associated with ChatGPT. Four specific issues are examined: ChatGPT's role in testimony, its potential designation as an expert, the influence of user epistemic limitations and vices, and the impact of algorithmic bias on ChatGPT. The study's findings contribute to an inclusive comprehension of the ethical implications arising from the epistemological complexities of ChatGPT. They reveal the limitations of ChatGPT as a trustworthy source of testimony, attributable to its lack of genuine understanding. The blurring of boundaries between AI-generated information and authentic expertise is identified as a significant concern. Furthermore, the study underscores the necessity of addressing the epistemic limitations and biases of users to foster responsible decision-making and prevent the perpetuation of flawed knowledge. Finally, the ethical ramifications of algorithmic bias in ChatGPT are explored, emphasizing its impact on societal fairness and justice."
Criminal Justice and Artificial Intelligence: How Should we Assess the Performance of Sentencing Algorithms?,2024,Jesper Ryberg,Philosophy & Technology,16,W4390795059,10.1007/s13347-024-00694-3,https://openalex.org/W4390795059,https://link.springer.com/content/pdf/10.1007/s13347-024-00694-3.pdf,Philosophy of technology; Criminal justice; Algorithm; Economic Justice; Criminology,article,True,"Abstract Artificial intelligence is increasingly permeating many types of high-stake societal decision-making such as the work at the criminal courts. Various types of algorithmic tools have already been introduced into sentencing. This article concerns the use of algorithms designed to deliver sentence recommendations. More precisely, it is considered how one should determine whether one type of sentencing algorithm (e.g., a model based on machine learning) would be ethically preferable to another type of sentencing algorithm (e.g., a model based on old-fashioned programming). Whether the implementation of sentencing algorithms is ethically desirable obviously depends upon various questions. For instance, some of the traditional issues that have received considerable attention are algorithmic biases and lack of transparency. However, the purpose of this article is to direct attention to a further challenge that has not yet been considered in the discussion of sentencing algorithms. That is, even if is assumed that the traditional challenges concerning biases, transparency, and cost-efficiency have all been solved or proven insubstantial, there will be a further serious challenge associated with the comparison of sentencing algorithms; namely, that we do not yet possess an ethically plausible and applicable criterion for assessing how well sentencing algorithms are performing."
"AM–GM Algorithm for Evaluating, Analyzing, and Correcting the Spatial Scaling Bias of the Leaf Area Index",2023,Jingyu Zhang; Rui Sun; Zhiqiang Xiao; Liang Zhao; Donghui Xie,Remote Sensing,1,W4380633039,10.3390/rs15123068,https://openalex.org/W4380633039,https://www.mdpi.com/2072-4292/15/12/3068/pdf?version=1686566171,Scaling; Leaf area index; Logarithm; Algorithm; Scale (ratio),article,True,"The leaf area index (LAI) is a crucial variable in climate, ecological, and land surface modeling. However, the estimation of the LAI from coarse-resolution remote sensing data can be affected by the spatial scaling bias, which arises from the nonlinearity of retrieval models and the heterogeneity of the land surface. This study provides an algorithm named Arithmetic Mean and Geometric Mean (AM–GM) to correct the spatial scaling bias. It is established based on negative logarithmic functions and avoids second-order stationarity. In this algorithm, relationships are derived between the scaling bias of LAI and the arithmetic and geometric means of directional gap probability for two commonly used remote sensing models, the Beer–Lambert law and a semi-empirical transfer function, respectively. According to the AM–GM algorithm, the expression representing the model nonlinearity is derived and utilized for the analysis of LAI scaling bias. Furthermore, the AM–GM algorithm is simplified by a linear relationship, which is constructed between two quantities related to the directional gap probability between two specific resolutions. Two scenes simulated by the LargE-Scale remote sensing data and image Simulation framework (LESS) model and three sites are used to evaluate the proposed algorithm and analyze the scaling bias of LAI. The validation results show that the AM–GM algorithm provides accurate correction of LAI scaling bias. The analyses based on the AM–GM algorithm demonstrate that the scaling bias of LAI increases with the increase in the LAI value, with stronger surface heterogeneity and coarser spatial resolution. The validation results of the simplified AM–GM algorithm demonstrate that at the Sud-Ouest site, the absolute value of the bias for the estimated LAI decreases from 0.10, 0.22, 0.29, and 0.31 to 0.04, 0.01, 0.04, and 0.05 at 200 m, 500 m, 1000 m, and 1500 m resolutions, respectively. In conclusion, the proposed algorithm is effective in the analysis and correction of the scaling bias for coarse-resolution LAI."
Addressing Algorithmic Bias,2025,Abhishek Benedict Kumar; Karun Sanjaya,Advances in computational intelligence and robotics book series,0,W4414697660,10.4018/979-8-3373-2387-9.ch011,https://openalex.org/W4414697660,,,book-chapter,False,"As artificial intelligence (AI) systems increasingly make decisions in areas such as justice, health, and finance, issues related to algorithmic biases have risen to prominence when discussing equity and inclusion. This chapter investigates how prejudices are built into data and model specifications, and how they can contribute to further entrenching social disparities. From a legal and ethical perspective, it examines the shortcoming that current anti-discrimination laws face when confronted with AI-generated harm. The chapter provides examples of actual cases, such as COMPAS risk assessment tool, to illustrate the real-life implications of biased algorithms. It calls for holistic approaches that include legal remedies, algorithmic transparency, participatory governance, and anti-discrimination data practices. By integrating the development of AI into fair, accountable, and human rights respecting principles, the chapter emphasize the immediate necessity of ensuring that technological development is aligned with just and inclusive development."
"Generative Visual AI in News Organizations: Challenges, Opportunities, Perceptions, and Policies",2024,T.J. Thomson; Ryan J. Thomas; Phoebe Matich,Digital Journalism,27,W4394571198,10.1080/21670811.2024.2331769,https://openalex.org/W4394571198,https://www.tandfonline.com/doi/pdf/10.1080/21670811.2024.2331769?needAccess=true,Perception; Generative grammar; Public relations; Political science; Knowledge management,article,True,"The use of AI-enabled text-to-image generators, such as Midjourney and DALL-E, raises profound questions about the purpose, meaning, and value of images generally, and the production, editing, and consumption of images in journalism specifically. This study explores how photo editors (or their equivalents) in seven countries perceive and/or use generative visual AI in their editorial operations and outlines the challenges and opportunities they see for the technology. It also identifies the extent to which these news organizations have policies governing how generative visual AI is used or, if not, the principles that they feel should inform their development. Participants identified mis/disinformation as the primary challenge of AI-generated images, also raising concerns about labor and copyright implications, the difficulty or impossibility of detecting AI-generated images, the potential for algorithmic bias, and the potential reputational risk of using AI-generated images. Conversely, participants saw potential for using AI for illustrations and brainstorming, while a minority saw it as an opportunity to increase efficiencies and cut costs."
Algorithm Biases and Values,2023,Domenico Talia,ACM eBooks,0,W4387807783,10.1145/3603178.3603186,https://openalex.org/W4387807783,,Citation; Computer science; Information retrieval; Operations research; World Wide Web,book-chapter,False,"chapter Share on Algorithm Biases and Values Author: Domenico Talia University of Calabria University of CalabriaView Profile Authors Info & Claims From Algorithms to Thinking Machines: The New Digital PowerOctober 2023https://doi.org/10.1145/3603178.3603186Published:20 October 2023Publication History 0citation0DownloadsMetricsTotal Citations0Total Downloads0Last 12 Months0Last 6 weeks0 Get Citation AlertsNew Citation Alert added!This alert has been successfully added and will be sent to:You will be notified whenever a record that you have chosen has been cited.To manage your alert preferences, click on the button below.Manage my AlertsNew Citation Alert!Please log in to your account Save to BinderSave to BinderCreate a New BinderNameCancelCreateExport CitationPublisher SiteGet Access"
Leveraging AI in E-Learning: Personalized Learning and Adaptive Assessment through Cognitive Neuropsychology—A Systematic Analysis,2024,Constantinos Halkiopoulos; Evgenia Gkintoni,Electronics,168,W4402762189,10.3390/electronics13183762,https://openalex.org/W4402762189,https://doi.org/10.3390/electronics13183762,Neuropsychology; Computer science; Cognition; Personalized learning; Adaptive learning,article,True,"This paper reviews the literature on integrating AI in e-learning, from the viewpoint of cognitive neuropsychology, for Personalized Learning (PL) and Adaptive Assessment (AA). This review follows the PRISMA systematic review methodology and synthesizes the results of 85 studies that were selected from an initial pool of 818 records across several databases. The results indicate that AI can improve students’ performance, engagement, and motivation; at the same time, some challenges like bias and discrimination should be noted. The review covers the historic development of AI in education, its theoretical grounding, and its practical applications within PL and AA with high promise and ethical issues of AI-powered educational systems. Future directions are empirical validation of effectiveness and equity, development of algorithms that reduce bias, and exploration of ethical implications regarding data privacy. The review identifies the transformative potential of AI in developing personalized and adaptive learning (AL) environments, thus, it advocates continued development and exploration as a means to improve educational outcomes."
"Harnessing artificial intelligence in sepsis care: advances in early detection, personalized treatment, and real-time monitoring",2025,Fang Li; Shengguo Wang; Zhi Gao; Ma Qing; Shan L. Pan; Yingying Liu; Chengchen Hu,Frontiers in Medicine,26,W4406112882,10.3389/fmed.2024.1510792,https://openalex.org/W4406112882,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2024.1510792/pdf,Sepsis; Intensive care medicine; Medicine; Computer science; Internal medicine,review,True,"Sepsis remains a leading cause of morbidity and mortality worldwide due to its rapid progression and heterogeneous nature. This review explores the potential of Artificial Intelligence (AI) to transform sepsis management, from early detection to personalized treatment and real-time monitoring. AI, particularly through machine learning (ML) techniques such as random forest models and deep learning algorithms, has shown promise in analyzing electronic health record (EHR) data to identify patterns that enable early sepsis detection. For instance, random forest models have demonstrated high accuracy in predicting sepsis onset in intensive care unit (ICU) patients, while deep learning approaches have been applied to recognize complications such as sepsis-associated acute respiratory distress syndrome (ARDS). Personalized treatment plans developed through AI algorithms predict patient-specific responses to therapies, optimizing therapeutic efficacy and minimizing adverse effects. AI-driven continuous monitoring systems, including wearable devices, provide real-time predictions of sepsis-related complications, enabling timely interventions. Beyond these advancements, AI enhances diagnostic accuracy, predicts long-term outcomes, and supports dynamic risk assessment in clinical settings. However, ethical challenges, including data privacy concerns and algorithmic biases, must be addressed to ensure fair and effective implementation. The significance of this review lies in addressing the current limitations in sepsis management and highlighting how AI can overcome these hurdles. By leveraging AI, healthcare providers can significantly enhance diagnostic accuracy, optimize treatment protocols, and improve overall patient outcomes. Future research should focus on refining AI algorithms with diverse datasets, integrating emerging technologies, and fostering interdisciplinary collaboration to address these challenges and realize AI’s transformative potential in sepsis care."
Robustly Improving Bandit Algorithms with Confounded and Selection Biased Offline Data: A Causal Approach,2024,Wen Huang; Xintao Wu,Proceedings of the AAAI Conference on Artificial Intelligence,2,W4393160650,10.1609/aaai.v38i18.30027,https://openalex.org/W4393160650,https://ojs.aaai.org/index.php/AAAI/article/download/30027/31806,Selection (genetic algorithm); Computer science; Algorithm; Artificial intelligence; Machine learning,article,True,"This paper studies bandit problems where an agent has access to offline data that might be utilized to potentially improve the estimation of each arm’s reward distribution. A major obstacle in this setting is the existence of compound biases from the observational data. Ignoring these biases and blindly fitting a model with the biased data could even negatively affect the online learning phase. In this work, we formulate this problem from a causal perspective. First, we categorize the biases into confounding bias and selection bias based on the causal structure they imply. Next, we extract the causal bound for each arm that is robust towards compound biases from biased observational data. The derived bounds contain the ground truth mean reward and can effectively guide the bandit agent to learn a nearly-optimal decision policy. We also conduct regret analysis in both contextual and non-contextual bandit settings and show that prior causal bounds could help consistently reduce the asymptotic regret."
Artificial intelligence bias in the prediction and detection of cardiovascular disease,2024,Ariana Mihan; Ambarish Pandey; Harriette G.C. Van Spall,npj Cardiovascular Health,13,W4404600835,10.1038/s44325-024-00031-9,https://openalex.org/W4404600835,https://doi.org/10.1038/s44325-024-00031-9,Socioeconomic status; Disease; Race (biology); Health equity; Perspective (graphical),article,True,"Abstract AI algorithms can identify those at risk of cardiovascular disease (CVD), allowing for early intervention to change the trajectory of disease. However, AI bias can arise from any step in the development, validation, and evaluation of algorithms. Biased algorithms can perform poorly in historically marginalized groups, amplifying healthcare inequities on the basis of age, sex or gender, race or ethnicity, and socioeconomic status. In this perspective, we discuss the sources and consequences of AI bias in CVD prediction or detection. We present an AI health equity framework and review bias mitigation strategies that can be adopted during the AI lifecycle."
"Harnessing the power of synthetic data in healthcare: innovation, application, and privacy",2023,Mauro Giuffrè; Dennis Shung,npj Digital Medicine,240,W4387457231,10.1038/s41746-023-00927-3,https://openalex.org/W4387457231,https://www.nature.com/articles/s41746-023-00927-3.pdf,Big data; Distrust; Accountability; Context (archaeology); Health care,review,True,
A Multi-objective Biased Random-Key Genetic Algorithm for the Siting of Emergency Vehicles,2023,Francesca Da Ros; Luca Di Gaspero; David La Barbera; Vincenzo Della Mea; Kevin Roitero; Laura Deroma; Sabrina Licata; Francesca Valent,Lecture notes in computer science,1,W4321504914,10.1007/978-3-031-26504-4_32,https://openalex.org/W4321504914,,Key (lock); Computer science; Genetic algorithm; Percentile; Event (particle physics),book-chapter,False,
